date,state,dataQualityGrade,deathConfirmed,deathIncrease,hospitalizedCurrently,hospitalizedIncrease,positive,positiveIncrease,recovered,totalTestResults,totalTestResultsIncrease
19-08-20,OK,A+,,17,566,77,49923,597,42047,782740,7740
19-08-20,OR,A+,,11,203,29,23870,194,4468,501156,4818
19-08-20,PA,A+,,24,548,0,126149,570,99657,1494467,14901
19-08-20,PR,B,225,10,361,0,12452,81,,318424,81
19-08-20,RI,A+,,3,82,14,20795,103,2013,440127,3936
19-08-20,SC,A+,2248,17,1168,0,108411,739,45205,884128,5647
19-08-20,SD,A,,1,55,8,10566,123,9189,131047,1034
19-08-20,TN,A+,1412,26,1230,88,137800,2022,99085,1928954,34582
19-08-20,TX,A,,309,5974,0,557256,7024,424685,4517189,16544
19-08-20,UT,A+,,8,158,28,47521,364,38883,753575,6595
19-08-20,VA,A+,2293,14,1243,69,109019,737,13989,1402471,16639
19-08-20,VI,C,9,0,,0,828,32,584,13345,681
19-08-20,VT,B,58,0,12,0,1533,3,1354,150144,1298
19-08-20,WA,B,1809,24,375,62,70530,563,,1344043,14827
19-08-20,WI,A+,1060,8,388,50,72134,710,58244,1550617,16846
19-08-20,WV,C,165,2,133,0,8801,70,6909,369724,3999
19-08-20,WY,B,,0,12,4,3430,67,2786,63094,653
18-08-20,AK,A,29,1,47,2,4379,66,1468,310009,4361
18-08-20,AL,B,1867,11,1280,0,110361,1357,41523,863713,15199
18-08-20,AR,A,,16,492,74,53487,410,46970,632652,10602
18-08-20,AS,C,,0,,0,0,0,,1514,0
18-08-20,AZ,A+,4273,23,1167,122,194920,915,28027,1102493,5596
18-08-20,CA,B,,100,6360,0,632667,4636,,10049039,115259
18-08-20,CO,A,,10,262,42,53631,261,5729,887859,6607
18-08-20,CT,B,3571,0,47,0,51255,-12,8809,992731,10763
18-08-20,DC,A+,,2,79,0,13325,52,10595,249478,3823
18-08-20,DE,A+,524,0,32,0,16593,57,8749,303982,3260
18-08-20,FL,B,9893,219,5484,505,573811,3787,,5639141,48228
18-08-20,GA,A,,67,2596,296,241677,2816,,2060319,30617
18-08-20,GU,A,,0,14,0,577,19,353,29226,453
18-08-20,HI,C,,0,175,5,5215,173,1868,205271,3246
18-08-20,IA,A+,,8,287,0,52951,229,41565,557098,3114
18-08-20,ID,A,245,4,167,19,27942,282,11093,225018,2350
18-08-20,IL,A,7782,26,1510,0,210926,1740,,3440604,34175
18-08-20,IN,A+,2954,30,849,64,81847,841,61518,1291302,26269
18-08-20,KS,A+,,0,229,0,35167,0,1409,354262,0
18-08-20,KY,B,825,12,622,37,40299,608,9233,723905,9956
18-08-20,LA,A,4431,28,1204,0,139125,640,103512,1689991,15702
18-08-20,MA,A+,8617,6,374,14,123588,175,100486,1946517,16626
18-08-20,MD,A,3511,9,453,40,101235,520,6008,1661701,16059
18-08-20,ME,A+,126,0,10,2,4213,16,3649,214326,1772
18-08-20,MI,A+,6340,16,653,0,103403,654,67778,2362525,22318
18-08-20,MN,A,1721,9,304,46,66061,345,59568,1273397,6836
18-08-20,MO,A,,6,891,0,69417,794,,1150637,11747
18-08-20,MP,D,,0,,0,54,1,29,12920,0
18-08-20,MS,A+,2046,33,1090,36,73207,795,56577,525384,795
18-08-20,MT,C,,2,97,9,5846,54,4206,205512,787
18-08-20,NC,A+,2396,48,1026,0,146779,1263,127749,1951120,15648
18-08-20,ND,C,105,4,47,8,8775,134,7485,389618,1784
18-08-20,NE,A,,1,158,0,30563,191,22647,422230,2184
18-08-20,NH,B,,1,12,3,7017,13,6333,284757,1624
18-08-20,NJ,A+,14086,10,468,41,188098,331,33403,2532745,21675
18-08-20,NM,B,,5,111,14,23579,79,10802,683053,5903
18-08-20,NV,A+,,25,903,0,62639,672,,758251,8280
18-08-20,NY,A,,8,537,0,426571,655,74258,7191978,66891
18-08-20,OH,A+,3592,39,934,117,109923,861,89068,1868998,19982
18-08-20,OK,A+,,17,568,94,49326,615,41370,775000,19670
18-08-20,OR,A+,,9,214,16,23676,225,4468,496338,5121
18-08-20,PA,A+,,31,548,0,125579,735,99207,1479566,12247
18-08-20,PR,B,216,11,392,0,12371,648,,318343,648
18-08-20,RI,A+,,1,78,25,20692,120,2004,436191,5186
18-08-20,SC,A+,2230,55,1116,294,107672,719,45205,878481,4934
18-08-20,SD,A,,1,68,6,10443,83,9126,130013,720
18-08-20,TN,A+,1386,39,1231,100,135778,1034,96896,1894372,23264
18-08-20,TX,A,,216,6210,0,550232,7282,415903,4500645,24478
18-08-20,UT,A+,,5,183,22,47157,263,38555,746980,5507
18-08-20,VA,A+,2278,11,1253,163,108282,861,13910,1385832,16795
18-08-20,VI,C,9,0,,0,796,36,533,12664,246
18-08-20,VT,B,58,0,17,0,1530,3,1347,148846,1186
18-08-20,WA,B,1785,4,394,41,69967,598,,1329216,15101
18-08-20,WI,A+,1052,13,380,53,71424,709,57382,1533771,9880
18-08-20,WV,B,163,4,132,0,8731,99,6737,365725,4886
18-08-20,WY,B,,1,12,-2,3363,32,2759,62441,1543
17-08-20,AK,A,28,0,33,3,4313,50,1432,305648,4133
17-08-20,AL,B,1855,27,1301,351,109004,571,41523,848514,6444
17-08-20,AR,A,,4,486,51,53077,412,46133,622050,0
17-08-20,AS,C,,0,,0,0,0,,1514,0
17-08-20,AZ,A+,4252,0,1182,1,194005,468,27800,1096897,6398
17-08-20,CA,B,,18,6332,0,628031,6469,,9933780,135645
17-08-20,CO,A,,10,245,4,53370,194,5712,881252,8201
17-08-20,CT,B,3572,3,42,0,51267,370,8809,981968,44278
17-08-20,DC,A+,,0,82,0,13273,53,10521,245655,2803
17-08-20,DE,A+,524,0,29,0,16536,85,8713,300722,2769
17-08-20,FL,B,9674,87,5631,266,570024,2649,,5590913,32572
17-08-20,GA,A,,25,2626,46,238861,1831,,2029702,24429
17-08-20,GU,A,,0,13,0,558,42,352,28773,1000
17-08-20,HI,C,,0,143,4,5042,217,1841,202025,3840
17-08-20,IA,A+,,6,283,0,52722,294,40788,553984,2791
17-08-20,ID,A,241,0,206,7,27660,183,10883,222668,1262
17-08-20,IL,A,7756,12,1544,0,209186,1773,,3406429,38246
17-08-20,IN,A+,2926,2,900,38,81006,591,60677,1265033,7721
17-08-20,KS,A+,,3,229,14,35167,1282,1409,354262,11219
17-08-20,KY,B,813,5,563,22,39691,376,9158,713949,4786
17-08-20,LA,A,4403,19,1226,0,138485,567,103512,1674289,16202
17-08-20,MA,A+,8611,4,367,5,123413,213,100486,1929891,21416
17-08-20,MD,A,3504,2,435,44,100715,503,6008,1645642,34401
17-08-20,ME,A+,126,0,10,-1,4197,29,3638,212554,2331
17-08-20,MI,A+,6325,0,653,0,102749,490,67778,2340207,19157
17-08-20,MN,A,1712,6,286,35,65716,564,58859,1266561,12353
17-08-20,MO,A,,29,853,0,68623,1148,,1138890,19763
17-08-20,MP,D,,0,,0,53,3,29,12920,618
17-08-20,MS,A+,2015,11,1081,73,72412,276,56577,524589,4443
17-08-20,MT,C,,0,94,4,5792,42,4162,204725,2801
17-08-20,NC,A+,2348,1,980,0,145516,564,127749,1935472,10826
17-08-20,ND,C,101,0,55,2,8641,59,7343,387834,2603
17-08-20,NE,A,,0,146,0,30372,131,22483,420046,4436
17-08-20,NH,B,,0,15,1,7004,16,6302,283133,2123
17-08-20,NJ,A+,14077,4,472,12,187767,312,33381,2511070,20884
17-08-20,NM,B,,4,119,19,23500,92,10602,677150,6577
17-08-20,NV,A+,,5,869,0,61967,662,,749971,2593
17-08-20,NY,A,,6,534,0,425916,408,74207,7125087,56891
17-08-20,OH,A+,3554,6,933,83,109062,775,87764,1849016,19371
17-08-20,OK,A+,,4,506,8,48711,369,40531,755330,369
17-08-20,OR,A+,,0,206,50,23451,189,4419,491217,2420
17-08-20,PA,A+,,0,560,0,124844,384,98626,1467319,10456
17-08-20,PR,B,206,0,400,0,11723,472,,317695,472
17-08-20,RI,A+,,1,80,0,20572,58,1982,431005,2028
17-08-20,SC,A+,2185,19,1101,0,106953,456,42730,873547,5946
17-08-20,SD,A,,0,60,5,10360,86,9013,129293,519
17-08-20,TN,A+,1345,21,1139,34,134744,1036,94812,1871108,13768
17-08-20,TX,A,,51,6200,0,542950,7368,405817,4476167,37126
17-08-20,UT,A+,,1,156,11,46894,242,38132,741473,4892
17-08-20,VA,A+,2268,4,1173,33,107421,734,13827,1369037,19577
17-08-20,VI,C,9,0,,0,760,19,525,12418,247
17-08-20,VT,B,58,0,18,0,1527,12,1343,147660,2953
17-08-20,WA,B,1781,15,391,25,69369,640,,1314115,16187
17-08-20,WI,A+,1039,0,365,23,70715,469,56602,1523891,10852
17-08-20,WV,B,159,0,134,0,8632,68,6531,360839,5500
17-08-20,WY,B,,3,13,4,3331,45,2699,60898,803
16-08-20,AK,A,28,0,42,6,4263,101,1418,301515,4838
16-08-20,AL,B,1830,2,1289,0,108433,853,41523,842070,9276
16-08-20,AR,A,,-1,478,8,52665,673,45572,622050,33390
16-08-20,AS,C,,0,,0,0,0,,1514,0
16-08-20,AZ,A+,4252,14,1208,-40,193537,883,27582,1090499,14751
16-08-20,CA,B,,77,6309,0,621562,7873,,9798135,117024
16-08-20,CO,A,,0,240,8,53176,338,5695,873051,13317
16-08-20,CT,B,3569,0,56,0,50897,0,8809,937690,0
16-08-20,DC,A+,,0,79,0,13220,61,10493,242852,3636
16-08-20,DE,A+,524,0,30,0,16451,55,8671,297953,2952
16-08-20,FL,A,9587,107,5690,267,567375,3747,,5558341,48738
16-08-20,GA,A,,33,2603,59,237030,1862,,2005273,17207
16-08-20,GU,A,,0,12,0,516,14,345,27773,677
16-08-20,HI,C,,0,143,2,4825,282,1808,198185,4379
16-08-20,IA,A+,,2,271,0,52428,635,40525,551193,5119
16-08-20,ID,A,241,4,206,12,27477,304,10616,221406,2182
16-08-20,IL,A,7744,18,1581,0,207413,1562,,3368183,37089
16-08-20,IN,A+,2924,5,944,63,80415,739,59801,1257312,7647
16-08-20,KS,A+,,0,311,0,33885,0,1399,343043,0
16-08-20,KY,B,808,3,618,0,39315,385,9091,709163,0
16-08-20,LA,A,4384,77,1196,0,137918,1181,103512,1658087,21075
16-08-20,MA,A+,8607,11,372,3,123200,303,100486,1908475,22176
16-08-20,MD,A,3502,3,475,58,100212,519,6004,1611241,25571
16-08-20,ME,A+,126,0,9,1,4168,24,3624,210223,2869
16-08-20,MI,A+,6324,6,713,0,102259,477,67778,2321050,29271
16-08-20,MN,A,1706,7,290,29,65152,739,58196,1254208,17290
16-08-20,MO,A,,21,889,0,67475,1078,,1119127,12544
16-08-20,MP,D,,0,,0,50,0,29,12302,0
16-08-20,MS,A+,2004,4,1126,0,72136,381,49836,520146,381
16-08-20,MT,C,,0,90,2,5750,91,4145,201924,988
16-08-20,NC,A+,2347,4,934,0,144952,1246,116969,1924646,21245
16-08-20,ND,C,101,0,54,2,8582,143,7249,385231,5415
16-08-20,NE,A,,0,144,3,30241,253,22251,415610,4610
16-08-20,NH,B,,0,13,2,6988,8,6287,281010,2098
16-08-20,NJ,A+,14073,2,450,9,187455,13,33320,2490186,28803
16-08-20,NM,B,,3,109,8,23408,106,10481,670573,5282
16-08-20,NV,A+,,3,941,0,61305,697,,747378,4446
16-08-20,NY,A,,6,527,0,425508,607,74154,7068196,77692
16-08-20,OH,A+,3548,2,910,26,108287,613,86926,1829645,27295
16-08-20,OK,A+,,4,506,15,48342,544,40224,754961,544
16-08-20,OR,A+,,2,224,0,23262,244,4355,488797,3918
16-08-20,PA,A+,,3,559,0,124460,660,98323,1456863,13179
16-08-20,PR,B,205,6,393,0,11251,182,,317223,182
16-08-20,RI,A+,,0,80,5,20514,75,1982,428977,3662
16-08-20,SC,A+,2165,9,1161,0,106497,615,42730,867601,7201
16-08-20,SD,A,,1,66,3,10274,156,8939,128774,1325
16-08-20,TN,A+,1324,21,1148,34,133708,1961,92655,1857340,27582
16-08-20,TX,A,,143,6267,0,535582,6744,399572,4439041,117365
16-08-20,UT,A+,,0,204,11,46652,331,37701,736581,5469
16-08-20,VA,A+,2266,0,1184,2,106687,937,13783,1349460,16522
16-08-20,VI,C,9,0,,0,741,7,523,12171,54
16-08-20,VT,B,58,0,17,0,1515,6,1337,144707,1625
16-08-20,WA,B,1766,11,395,24,68729,150,,1297928,4951
16-08-20,WI,A+,1039,1,347,29,70246,699,55982,1513039,13392
16-08-20,WV,B,159,0,130,0,8564,107,6429,355339,5095
16-08-20,WY,B,,0,13,0,3286,59,2668,60095,59
15-08-20,AK,A,28,1,36,4,4162,84,1384,296677,748
15-08-20,AL,B,1828,3,1259,151,107580,1271,41523,832794,11923
15-08-20,AR,A,,13,464,-4,51992,-400,44905,588660,0
15-08-20,AS,C,,0,,0,0,0,,1514,118
15-08-20,AZ,A+,4238,69,1282,280,192654,933,27339,1075748,9602
15-08-20,CA,B,,151,6327,0,613689,12614,,9681111,124513
15-08-20,CO,A,,0,236,9,52838,300,5660,859734,10939
15-08-20,CT,B,3569,0,56,0,50897,0,8809,937690,0
15-08-20,DC,A+,,3,81,0,13159,41,10452,239216,2911
15-08-20,DE,A+,524,0,32,0,16396,56,8649,295001,3974
15-08-20,FL,A,9480,204,5721,506,563628,6291,,5509603,80747
15-08-20,GA,A,,96,2586,210,235168,3273,,1988066,16872
15-08-20,GU,A,,0,8,0,502,0,345,27096,0
15-08-20,HI,C,,0,173,10,4543,231,1756,193806,3675
15-08-20,IA,A+,,7,261,0,51793,861,40381,546074,5837
15-08-20,ID,A,239,14,206,23,27173,542,10369,219224,2751
15-08-20,IL,A,7726,5,1538,0,205851,1828,,3331094,44414
15-08-20,IN,A+,2921,15,922,71,79676,1044,59488,1249665,24570
15-08-20,KS,A+,,0,311,0,33885,0,1399,343043,0
15-08-20,KY,B,805,6,618,35,38930,632,9091,709163,11254
15-08-20,LA,A,4307,0,1243,0,136737,0,103512,1637012,0
15-08-20,MA,A+,8596,14,375,20,122897,366,100486,1886299,33267
15-08-20,MD,A,3499,5,460,48,99693,818,5995,1585670,33600
15-08-20,ME,A+,126,1,5,0,4144,29,3616,207354,2311
15-08-20,MI,A+,6318,20,713,0,101782,1058,67778,2291779,30628
15-08-20,MN,A,1699,6,307,39,64413,690,57457,1236918,17102
15-08-20,MO,A,,11,871,0,66397,1127,,1106583,12613
15-08-20,MP,D,,0,,0,50,0,29,12302,0
15-08-20,MS,A+,2000,37,1126,43,71755,825,49836,519765,8723
15-08-20,MT,C,,1,90,5,5659,118,4123,200936,1075
15-08-20,NC,A+,2343,30,1032,0,143706,1536,116969,1903401,25999
15-08-20,ND,C,101,0,55,2,8439,123,7161,379816,6266
15-08-20,NE,A,,1,145,0,29988,328,22004,411000,4412
15-08-20,NH,B,,1,15,1,6980,59,6264,278912,3409
15-08-20,NJ,A+,14071,9,520,36,187442,278,33264,2461383,31542
15-08-20,NM,B,,8,113,11,23302,142,10391,665291,6249
15-08-20,NV,A+,,24,941,0,60608,859,,742932,7950
15-08-20,NY,A,,12,523,0,424901,734,74081,6990504,88668
15-08-20,OH,A+,3546,40,899,82,107674,1117,86018,1802350,22941
15-08-20,OK,A+,,13,506,45,47798,901,39907,754417,11175
15-08-20,OR,A+,,1,224,0,23018,405,4355,484879,11772
15-08-20,PA,A+,,20,572,0,123800,850,96564,1443684,15995
15-08-20,PR,B,201,12,406,0,11069,339,,317041,339
15-08-20,RI,A+,,1,85,25,20439,104,1972,425315,4582
15-08-20,SC,A+,2156,56,1246,0,105882,1041,42730,860400,8616
15-08-20,SD,A,,2,63,10,10118,94,8884,127449,1435
15-08-20,TN,A+,1304,19,1307,88,131747,1289,92100,1829758,17715
15-08-20,TX,A,,238,6481,0,528838,8245,393266,4321676,39635
15-08-20,UT,A+,,3,186,16,46321,345,37346,731112,6507
15-08-20,VA,A+,2265,11,1271,189,105750,912,13694,1332938,16901
15-08-20,VI,C,9,0,,0,734,30,519,12117,118
15-08-20,VT,B,58,0,14,0,1509,8,1332,143082,3597
15-08-20,WA,B,1755,19,390,24,68579,345,,1292977,8836
15-08-20,WI,A+,1038,13,337,40,69547,866,55172,1499647,19531
15-08-20,WV,B,159,3,132,0,8457,183,6298,350244,5544
15-08-20,WY,B,,0,13,0,3227,44,2659,60036,44
14-08-20,AK,A,27,0,38,2,4078,100,1371,295929,1876
14-08-20,AL,B,1825,3,1326,0,106309,752,41523,820871,22370
14-08-20,AR,A,,5,466,0,52392,626,45446,588660,5180
14-08-20,AS,C,,0,,0,0,0,,1396,0
14-08-20,AZ,A+,4169,40,1359,12,191721,927,27029,1066146,9376
14-08-20,CA,B,,188,6364,0,601075,7934,,9556598,111105
14-08-20,CO,A,,5,236,18,52538,319,5660,848795,11505
14-08-20,CT,B,3569,3,56,0,50897,115,8809,937690,10355
14-08-20,DC,A+,,0,84,0,13118,94,10416,236305,6656
14-08-20,DE,A+,524,0,38,0,16340,373,8613,291027,2613
14-08-20,FL,A,9276,229,5893,621,557337,7997,,5428856,74732
14-08-20,GA,A,,35,2691,237,231895,3227,,1971194,27319
14-08-20,GU,A,,0,8,0,502,25,345,27096,416
14-08-20,HI,C,,0,146,0,4312,0,1716,190131,4649
14-08-20,IA,A+,,7,258,0,50932,596,39879,540237,5424
14-08-20,ID,A,225,5,216,17,26631,498,10089,216473,3575
14-08-20,IL,A,7721,27,1612,0,204023,2296,,3286680,49573
14-08-20,IN,A+,2906,8,910,123,78632,1067,59073,1225095,22748
14-08-20,KS,A+,,7,311,45,33885,1338,1399,343043,8480
14-08-20,KY,B,799,8,656,42,38298,612,9021,697909,12939
14-08-20,LA,A,4307,28,1243,0,136737,1298,103512,1637012,21032
14-08-20,MA,A+,8582,14,398,19,122531,212,100486,1853032,32001
14-08-20,MD,A,3495,11,457,45,98875,715,5986,1552070,24140
14-08-20,ME,A+,125,0,6,4,4115,26,3604,205043,2759
14-08-20,MI,A+,6300,11,713,0,100724,868,63636,2261151,38765
14-08-20,MN,A,1693,8,313,41,63723,730,56659,1219816,16257
14-08-20,MO,A,,10,882,0,65270,1473,,1093970,19509
14-08-20,MP,D,,0,,0,50,1,29,12302,1
14-08-20,MS,A+,1965,32,1107,26,70930,944,49836,511042,2616
14-08-20,MT,C,,0,86,4,5541,134,4011,199861,2041
14-08-20,NC,A+,2313,26,1049,0,142170,1346,116969,1877402,26713
14-08-20,ND,C,101,0,65,10,8316,152,7066,373550,5241
14-08-20,NE,A,,4,147,0,29660,416,21463,406588,5048
14-08-20,NH,B,,0,15,0,6921,0,6190,275503,3452
14-08-20,NJ,A+,14064,10,514,36,187164,570,33223,2429841,26151
14-08-20,NM,B,,6,125,18,23160,173,10182,659042,8551
14-08-20,NV,A+,,15,948,0,59749,1099,,734982,8324
14-08-20,NY,A,,4,554,0,424167,727,73997,6901836,85455
14-08-20,OH,A+,3510,29,925,105,106557,1131,84904,1779409,26102
14-08-20,OK,A+,,6,567,52,46897,794,39282,743242,11970
14-08-20,OR,A+,,2,224,10,22613,313,4355,473107,5844
14-08-20,PA,A+,,36,585,0,122950,829,95901,1427689,16695
14-08-20,PR,B,192,11,428,0,10730,451,,316702,451
14-08-20,RI,A+,,2,79,9,20335,95,1953,420733,4530
14-08-20,SC,A+,2106,18,1296,370,104841,932,42730,851784,45756
14-08-20,SD,A,,2,65,7,10024,127,8773,126014,1244
14-08-20,TN,A+,1285,13,1264,77,130458,1947,91323,1812043,24322
14-08-20,TX,A,,313,6632,0,520593,7018,383717,4282041,51278
14-08-20,UT,A+,,7,190,23,45976,552,36679,724605,6212
14-08-20,VA,A+,2255,7,1299,129,104838,1216,13477,1316037,14128
14-08-20,VI,C,9,0,,0,704,22,502,11999,349
14-08-20,VT,B,58,0,13,0,1501,17,1321,139485,2287
14-08-20,WA,B,1736,12,403,45,68234,623,,1284141,14510
14-08-20,WI,A+,1025,7,336,65,68681,1059,54181,1480116,20179
14-08-20,WV,B,156,4,135,0,8274,123,6144,344700,5185
14-08-20,WY,B,,0,13,2,3183,64,2641,59992,421
13-08-20,AK,A,27,0,46,5,3978,82,1360,294053,1471
13-08-20,AL,B,1821,8,1341,164,105557,771,41523,798501,6715
13-08-20,AR,A,,16,473,94,51766,652,44602,583480,10612
13-08-20,AS,C,,0,,0,0,0,,1396,0
13-08-20,AZ,A+,4130,36,1411,682,190794,1351,26736,1056770,13932
13-08-20,CA,B,,160,6424,0,593141,7085,,9445493,142026
13-08-20,CO,A,,7,265,15,52219,463,5644,837290,12228
13-08-20,CT,B,3566,0,63,95,50782,76,8809,927335,8052
13-08-20,DC,A+,,1,83,0,13024,65,10361,229649,2908
13-08-20,DE,A+,524,2,37,0,15967,268,8587,288414,2047
13-08-20,FL,A,9047,149,6325,598,549340,6227,,5354124,64496
13-08-20,GA,A,,82,2807,202,228668,2515,,1943875,29441
13-08-20,GU,A,,0,8,0,477,28,343,26680,444
13-08-20,HI,C,,2,132,7,4312,354,1716,185482,3648
13-08-20,IA,A+,,8,261,0,50336,530,39320,534813,6665
13-08-20,ID,A,221,0,216,14,26133,538,9850,212898,2299
13-08-20,IL,A,7696,24,1628,0,201727,1834,,3237107,46006
13-08-20,IN,A+,2898,19,991,0,77565,1043,57209,1202347,21711
13-08-20,KS,A+,,0,357,0,32547,0,1367,334563,0
13-08-20,KY,B,791,6,658,25,37686,741,8965,684970,12725
13-08-20,LA,A,4279,41,1281,0,135439,1135,103512,1615980,17371
13-08-20,MA,A+,8568,21,401,22,122319,319,100486,1821031,39483
13-08-20,MD,A,3483,8,470,115,98160,776,5962,1527930,29842
13-08-20,ME,A+,125,0,11,1,4089,19,3592,202284,3166
13-08-20,MI,A+,6289,16,713,0,99856,1167,63636,2222386,40545
13-08-20,MN,A,1685,7,308,31,62993,690,56346,1203559,15271
13-08-20,MO,B,,2,882,0,63797,1267,,1074461,16753
13-08-20,MP,D,,0,,0,49,0,29,12301,0
13-08-20,MS,A+,1942,22,1136,53,69986,612,49836,508426,612
13-08-20,MT,C,,1,101,14,5407,139,3937,197820,1784
13-08-20,NC,A+,2287,38,1070,0,140824,1763,116969,1850689,27406
13-08-20,ND,C,101,1,59,5,8164,200,6953,368309,6758
13-08-20,NE,A,,5,152,0,29244,214,21463,401540,3077
13-08-20,NH,B,,2,15,0,6921,34,6190,272051,4431
13-08-20,NJ,A+,14054,8,545,29,186594,656,33223,2403690,27674
13-08-20,NM,B,,2,128,21,22987,171,9980,650491,5668
13-08-20,NV,A+,,34,982,0,58650,602,,726658,9083
13-08-20,NY,A,,10,555,0,423440,737,73907,6816381,87900
13-08-20,OH,B,3481,21,952,122,105426,1178,83642,1753307,24927
13-08-20,OK,A+,,11,600,59,46103,705,38655,731272,9165
13-08-20,OR,A+,,8,232,8,22300,278,4282,467263,4721
13-08-20,PA,A+,,24,601,0,122121,991,95254,1410994,17888
13-08-20,PR,B,182,11,466,0,10279,110,,316251,110
13-08-20,RI,A+,,1,80,5,20240,111,1943,416203,4154
13-08-20,SC,A+,2089,42,1322,0,103909,935,40837,806028,5939
13-08-20,SD,A,,1,56,4,9897,82,8691,124770,1142
13-08-20,TN,A,1273,24,1312,94,128511,2118,89151,1787721,28029
13-08-20,TX,A,,255,6879,0,513575,6755,375760,4230763,124403
13-08-20,UT,A+,,2,206,25,45424,334,35817,718393,6361
13-08-20,VA,A+,2248,11,1258,119,103622,1101,13389,1301909,18500
13-08-20,VI,C,9,0,,0,682,43,476,11650,233
13-08-20,VT,B,58,0,14,0,1484,6,1310,137198,1212
13-08-20,WA,B,1724,8,395,35,67611,606,,1269631,15117
13-08-20,WI,A+,1018,7,354,45,67622,968,53239,1459937,19647
13-08-20,WV,B,152,0,128,0,8151,143,6045,339515,4276
13-08-20,WY,B,,1,14,2,3119,33,2601,59571,240
12-08-20,AK,A,27,1,39,5,3896,61,1359,292582,1838
12-08-20,AL,B,1814,35,1386,222,104786,935,41523,791786,12022
12-08-20,AR,A,,0,486,71,51114,703,42998,572868,0
12-08-20,AS,C,,0,,0,0,0,,1396,0
12-08-20,AZ,A+,4095,148,1469,529,189443,706,26418,1042838,6938
12-08-20,CA,B,,180,6647,0,586056,11645,,9303467,117188
12-08-20,CO,A,,5,288,6,51756,315,5630,825062,7640
12-08-20,CT,B,3566,6,58,0,50706,22,8721,919283,7984
12-08-20,DC,A+,,0,85,0,12959,63,10300,226741,1992
12-08-20,DE,A+,521,0,35,0,15699,0,8519,286367,3127
12-08-20,FL,A,8898,213,6551,599,543113,8095,,5289628,66969
12-08-20,GA,A,,105,2865,348,226153,3565,,1914434,16217
12-08-20,GU,A,,0,7,0,449,15,341,26236,620
12-08-20,HI,C,,4,166,18,3958,320,1665,181834,2412
12-08-20,IA,A+,,11,243,0,49806,477,38657,528148,4228
12-08-20,ID,A,221,7,189,31,25595,495,9548,210599,3769
12-08-20,IL,A,7672,15,1525,0,199893,1645,,3191101,42098
12-08-20,IN,A+,2878,17,936,79,76522,660,57209,1180636,20395
12-08-20,KS,A+,,8,357,64,32547,817,1367,334563,7894
12-08-20,KY,B,785,7,683,28,36945,1152,8893,672245,6304
12-08-20,LA,A,4238,48,1320,0,134304,1179,103512,1598609,30045
12-08-20,MA,A+,8547,18,422,20,122000,293,100486,1781548,28
12-08-20,MD,A,3474,8,488,82,97384,541,5956,1498088,18015
12-08-20,ME,A+,125,0,9,0,4070,20,3579,199118,6665
12-08-20,MI,A+,6273,6,640,0,98689,476,63636,2181841,35287
12-08-20,MN,A,1678,17,335,50,62303,464,55855,1188288,10353
12-08-20,MO,B,,11,861,0,62530,1595,,1057708,10898
12-08-20,MP,D,,0,,0,49,0,29,12301,0
12-08-20,MS,A+,1922,45,1148,56,69374,1081,49836,507814,3410
12-08-20,MT,C,,3,97,25,5268,164,3598,196036,1624
12-08-20,NC,A+,2249,45,1062,0,139061,1166,116969,1823283,-194215
12-08-20,ND,C,100,2,58,10,7964,87,6815,361551,4118
12-08-20,NE,A,,3,157,139,29030,334,21312,398463,4142
12-08-20,NH,B,,1,18,0,6887,26,6162,267620,2592
12-08-20,NJ,A+,14046,11,592,44,185938,463,33223,2376016,25706
12-08-20,NM,B,,2,119,10,22816,173,9744,644823,4486
12-08-20,NV,A+,,15,998,0,58048,528,,717575,8770
12-08-20,NY,A,,7,558,0,422703,700,73842,6728481,87776
12-08-20,OH,B,3460,26,984,141,104248,1422,82310,1728380,20610
12-08-20,OK,A+,,9,519,82,45398,670,37988,722107,7872
12-08-20,OR,A+,,7,213,32,22022,248,4282,462542,5454
12-08-20,PA,A+,,33,606,0,121130,849,94481,1393106,17512
12-08-20,PR,B,174,8,447,0,10169,564,,316141,564
12-08-20,RI,A+,,2,89,19,20129,76,1929,412049,3975
12-08-20,SC,A+,2057,46,1366,0,102974,844,40837,800089,3738
12-08-20,SD,A,,1,59,5,9815,102,8606,123628,1219
12-08-20,TN,A,1249,18,1295,90,126393,1478,87290,1759692,18908
12-08-20,TX,A,,324,7028,0,506820,6200,367354,4106360,17497
12-08-20,UT,A+,,2,236,19,45090,338,35311,712032,5774
12-08-20,VA,A+,2238,8,1281,83,102521,776,13247,1283409,15897
12-08-20,VI,C,9,0,,0,639,63,468,11417,354
12-08-20,VT,B,58,0,9,0,1478,6,1302,135986,1670
12-08-20,WA,B,1716,19,383,53,67005,601,,1254514,16612
12-08-20,WI,A+,1011,5,387,33,66654,531,52350,1440290,16220
12-08-20,WV,B,,6,135,0,8008,133,5960,335239,4630
12-08-20,WY,B,,0,15,4,3086,13,2577,59331,479
11-08-20,AK,A,26,0,39,1,3835,49,1344,290744,10401
11-08-20,AL,B,1781,50,1504,0,103851,831,37923,779764,2827
11-08-20,AR,A,,11,507,65,50411,383,42998,572868,3548
11-08-20,AS,C,,0,,0,0,0,,1396,0
11-08-20,AZ,A+,3951,45,1574,15,188737,1214,26102,1035900,9012
11-08-20,CA,B,,109,6759,0,574411,12500,,9186279,187926
